Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group
DP03_0042E,"Estimate!!INDUSTRY!!Educational services, and health care and social assistance",,not required,"DP03_0042M, DP03_0042MA, DP03_0042EA",0,int,DP03
DP03_0042PE,"Percent!!INDUSTRY!!Educational services, and health care and social assistance",,not required,"DP03_0042PM, DP03_0042PMA, DP03_0042PEA",0,float,DP03
DP03_0043E,"Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services",,not required,"DP03_0043M, DP03_0043MA, DP03_0043EA",0,int,DP03
DP03_0043PE,"Percent!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services",,not required,"DP03_0043PM, DP03_0043PMA, DP03_0043PEA",0,float,DP03
DP03_0044E,"Estimate!!INDUSTRY!!Other services, except public administration",,not required,"DP03_0044M, DP03_0044MA, DP03_0044EA",0,int,DP03
DP03_0044PE,"Percent!!INDUSTRY!!Other services, except public administration",,not required,"DP03_0044PM, DP03_0044PMA, DP03_0044PEA",0,float,DP03
DP03_0045E,Estimate!!INDUSTRY!!Public administration,,not required,"DP03_0045M, DP03_0045MA, DP03_0045EA",0,int,DP03
DP03_0045PE,Percent!!INDUSTRY!!Public administration,,not required,"DP03_0045PM, DP03_0045PMA, DP03_0045PEA",0,float,DP03
DP03_0046E,Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over,,not required,"DP03_0046M, DP03_0046MA, DP03_0046EA",0,int,DP03
DP03_0046PE,Percent!!CLASS OF WORKER!!Civilian employed population 16 years and over,,not required,"DP03_0046PM, DP03_0046PMA, DP03_0046PEA",0,int,DP03
DP03_0047E,Estimate!!CLASS OF WORKER!!Private wage and salary workers,,not required,"DP03_0047M, DP03_0047MA, DP03_0047EA",0,int,DP03
DP03_0047PE,Percent!!CLASS OF WORKER!!Private wage and salary workers,,not required,"DP03_0047PM, DP03_0047PMA, DP03_0047PEA",0,float,DP03
DP03_0048E,Estimate!!CLASS OF WORKER!!Government workers,,not required,"DP03_0048M, DP03_0048MA, DP03_0048EA",0,int,DP03
DP03_0048PE,Percent!!CLASS OF WORKER!!Government workers,,not required,"DP03_0048PM, DP03_0048PMA, DP03_0048PEA",0,float,DP03
DP03_0049E,Estimate!!CLASS OF WORKER!!Self-employed in own not incorporated business workers,,not required,"DP03_0049M, DP03_0049MA, DP03_0049EA",0,int,DP03
DP03_0049PE,Percent!!CLASS OF WORKER!!Self-employed in own not incorporated business workers,,not required,"DP03_0049PM, DP03_0049PMA, DP03_0049PEA",0,float,DP03
DP03_0050E,Estimate!!CLASS OF WORKER!!Unpaid family workers,,not required,"DP03_0050M, DP03_0050MA, DP03_0050EA",0,int,DP03
DP03_0050PE,Percent!!CLASS OF WORKER!!Unpaid family workers,,not required,"DP03_0050PM, DP03_0050PMA, DP03_0050PEA",0,float,DP03
DP03_0051E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Total households,,not required,"DP03_0051M, DP03_0051MA, DP03_0051EA",0,int,DP03
DP03_0051PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Total households,,not required,"DP03_0051PM, DP03_0051PMA, DP03_0051PEA",0,int,DP03
DP03_0052E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000",,not required,"DP03_0052M, DP03_0052MA, DP03_0052EA",0,int,DP03
DP03_0052PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000",,not required,"DP03_0052PM, DP03_0052PMA, DP03_0052PEA",0,float,DP03
DP03_0053E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999",,not required,"DP03_0053M, DP03_0053MA, DP03_0053EA",0,int,DP03
DP03_0053PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999",,not required,"DP03_0053PM, DP03_0053PMA, DP03_0053PEA",0,float,DP03
DP03_0054E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $24,999",,not required,"DP03_0054M, DP03_0054MA, DP03_0054EA",0,int,DP03
DP03_0054PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $24,999",,not required,"DP03_0054PM, DP03_0054PMA, DP03_0054PEA",0,float,DP03
DP03_0055E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999",,not required,"DP03_0055M, DP03_0055MA, DP03_0055EA",0,int,DP03
DP03_0055PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999",,not required,"DP03_0055PM, DP03_0055PMA, DP03_0055PEA",0,float,DP03
DP03_0056E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999",,not required,"DP03_0056M, DP03_0056MA, DP03_0056EA",0,int,DP03
DP03_0056PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999",,not required,"DP03_0056PM, DP03_0056PMA, DP03_0056PEA",0,float,DP03
DP03_0057E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999",,not required,"DP03_0057M, DP03_0057MA, DP03_0057EA",0,int,DP03
DP03_0057PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999",,not required,"DP03_0057PM, DP03_0057PMA, DP03_0057PEA",0,float,DP03
DP03_0058E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999",,not required,"DP03_0058M, DP03_0058MA, DP03_0058EA",0,int,DP03
DP03_0058PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999",,not required,"DP03_0058PM, DP03_0058PMA, DP03_0058PEA",0,float,DP03
DP03_0059E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999",,not required,"DP03_0059M, DP03_0059MA, DP03_0059EA",0,int,DP03
DP03_0059PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999",,not required,"DP03_0059PM, DP03_0059PMA, DP03_0059PEA",0,float,DP03
DP03_0060E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$150,000 to $199,999",,not required,"DP03_0060M, DP03_0060MA, DP03_0060EA",0,int,DP03
DP03_0060PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$150,000 to $199,999",,not required,"DP03_0060PM, DP03_0060PMA, DP03_0060PEA",0,float,DP03
DP03_0061E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$200,000 or more",,not required,"DP03_0061M, DP03_0061MA, DP03_0061EA",0,int,DP03
DP03_0061PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$200,000 or more",,not required,"DP03_0061PM, DP03_0061PMA, DP03_0061PEA",0,float,DP03
DP03_0062E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars),,not required,"DP03_0062M, DP03_0062MA, DP03_0062EA",0,int,DP03
DP03_0062PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars),,not required,"DP03_0062PM, DP03_0062PMA, DP03_0062PEA",0,int,DP03
DP03_0063E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Mean household income (dollars),,not required,"DP03_0063M, DP03_0063MA, DP03_0063EA",0,int,DP03
DP03_0063PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Mean household income (dollars),,not required,"DP03_0063PM, DP03_0063PMA, DP03_0063PEA",0,int,DP03
DP03_0064E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings,,not required,"DP03_0064M, DP03_0064MA, DP03_0064EA",0,int,DP03
DP03_0064PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings,,not required,"DP03_0064PM, DP03_0064PMA, DP03_0064PEA",0,float,DP03
DP03_0065E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings!!Mean earnings (dollars),,not required,"DP03_0065M, DP03_0065MA, DP03_0065EA",0,int,DP03
DP03_0065PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings!!Mean earnings (dollars),,not required,"DP03_0065PM, DP03_0065PMA, DP03_0065PEA",0,int,DP03
DP03_0066E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Social Security,,not required,"DP03_0066M, DP03_0066MA, DP03_0066EA",0,int,DP03
DP03_0066PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Social Security,,not required,"DP03_0066PM, DP03_0066PMA, DP03_0066PEA",0,float,DP03
DP03_0067E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Social Security!!Mean Social Security income (dollars),,not required,"DP03_0067M, DP03_0067MA, DP03_0067EA",0,int,DP03
DP03_0067PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Social Security!!Mean Social Security income (dollars),,not required,"DP03_0067PM, DP03_0067PMA, DP03_0067PEA",0,int,DP03
DP03_0068E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With retirement income,,not required,"DP03_0068M, DP03_0068MA, DP03_0068EA",0,int,DP03
DP03_0068PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With retirement income,,not required,"DP03_0068PM, DP03_0068PMA, DP03_0068PEA",0,float,DP03
DP03_0069E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With retirement income!!Mean retirement income (dollars),,not required,"DP03_0069M, DP03_0069MA, DP03_0069EA",0,int,DP03
DP03_0069PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With retirement income!!Mean retirement income (dollars),,not required,"DP03_0069PM, DP03_0069PMA, DP03_0069PEA",0,int,DP03
DP03_0070E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income,,not required,"DP03_0070M, DP03_0070MA, DP03_0070EA",0,int,DP03
DP03_0070PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income,,not required,"DP03_0070PM, DP03_0070PMA, DP03_0070PEA",0,float,DP03
DP03_0071E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars),,not required,"DP03_0071M, DP03_0071MA, DP03_0071EA",0,int,DP03
DP03_0071PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars),,not required,"DP03_0071PM, DP03_0071PMA, DP03_0071PEA",0,int,DP03
DP03_0072E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With cash public assistance income,,not required,"DP03_0072M, DP03_0072MA, DP03_0072EA",0,int,DP03
DP03_0072PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With cash public assistance income,,not required,"DP03_0072PM, DP03_0072PMA, DP03_0072PEA",0,float,DP03
DP03_0073E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With cash public assistance income!!Mean cash public assistance income (dollars),,not required,"DP03_0073M, DP03_0073MA, DP03_0073EA",0,int,DP03
DP03_0073PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With cash public assistance income!!Mean cash public assistance income (dollars),,not required,"DP03_0073PM, DP03_0073PMA, DP03_0073PEA",0,int,DP03
DP03_0074E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Food Stamp/SNAP benefits in the past 12 months,,not required,"DP03_0074M, DP03_0074MA, DP03_0074EA",0,int,DP03
DP03_0074PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Food Stamp/SNAP benefits in the past 12 months,,not required,"DP03_0074PM, DP03_0074PMA, DP03_0074PEA",0,float,DP03
DP03_0075E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Families,,not required,"DP03_0075M, DP03_0075MA, DP03_0075EA",0,int,DP03
DP03_0075PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Families,,not required,"DP03_0075PM, DP03_0075PMA, DP03_0075PEA",0,int,DP03
DP03_0076E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000",,not required,"DP03_0076M, DP03_0076MA, DP03_0076EA",0,int,DP03
DP03_0076PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000",,not required,"DP03_0076PM, DP03_0076PMA, DP03_0076PEA",0,float,DP03
DP03_0077E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999",,not required,"DP03_0077M, DP03_0077MA, DP03_0077EA",0,int,DP03
DP03_0077PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999",,not required,"DP03_0077PM, DP03_0077PMA, DP03_0077PEA",0,float,DP03
DP03_0078E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $24,999",,not required,"DP03_0078M, DP03_0078MA, DP03_0078EA",0,int,DP03
DP03_0078PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $24,999",,not required,"DP03_0078PM, DP03_0078PMA, DP03_0078PEA",0,float,DP03
DP03_0079E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999",,not required,"DP03_0079M, DP03_0079MA, DP03_0079EA",0,int,DP03
DP03_0079PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999",,not required,"DP03_0079PM, DP03_0079PMA, DP03_0079PEA",0,float,DP03
DP03_0080E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999",,not required,"DP03_0080M, DP03_0080MA, DP03_0080EA",0,int,DP03
DP03_0080PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999",,not required,"DP03_0080PM, DP03_0080PMA, DP03_0080PEA",0,float,DP03
DP03_0081E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999",,not required,"DP03_0081M, DP03_0081MA, DP03_0081EA",0,int,DP03
DP03_0081PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999",,not required,"DP03_0081PM, DP03_0081PMA, DP03_0081PEA",0,float,DP03
DP03_0082E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999",,not required,"DP03_0082M, DP03_0082MA, DP03_0082EA",0,int,DP03
DP03_0082PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999",,not required,"DP03_0082PM, DP03_0082PMA, DP03_0082PEA",0,float,DP03
DP03_0083E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999",,not required,"DP03_0083M, DP03_0083MA, DP03_0083EA",0,int,DP03
DP03_0083PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999",,not required,"DP03_0083PM, DP03_0083PMA, DP03_0083PEA",0,float,DP03
DP03_0084E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$150,000 to $199,999",,not required,"DP03_0084M, DP03_0084MA, DP03_0084EA",0,int,DP03
DP03_0084PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$150,000 to $199,999",,not required,"DP03_0084PM, DP03_0084PMA, DP03_0084PEA",0,float,DP03
DP03_0085E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$200,000 or more",,not required,"DP03_0085M, DP03_0085MA, DP03_0085EA",0,int,DP03
DP03_0085PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$200,000 or more",,not required,"DP03_0085PM, DP03_0085PMA, DP03_0085PEA",0,float,DP03
DP03_0086E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Median family income (dollars),,not required,"DP03_0086M, DP03_0086MA, DP03_0086EA",0,int,DP03
DP03_0086PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Median family income (dollars),,not required,"DP03_0086PM, DP03_0086PMA, DP03_0086PEA",0,int,DP03
DP03_0087E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Mean family income (dollars),,not required,"DP03_0087M, DP03_0087MA, DP03_0087EA",0,int,DP03
DP03_0087PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Mean family income (dollars),,not required,"DP03_0087PM, DP03_0087PMA, DP03_0087PEA",0,int,DP03
DP03_0088E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars),,not required,"DP03_0088M, DP03_0088MA, DP03_0088EA",0,int,DP03
DP03_0088PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars),,not required,"DP03_0088PM, DP03_0088PMA, DP03_0088PEA",0,int,DP03
DP03_0089E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households,,not required,"DP03_0089M, DP03_0089MA, DP03_0089EA",0,int,DP03
DP03_0089PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households,,not required,"DP03_0089PM, DP03_0089PMA, DP03_0089PEA",0,int,DP03
DP03_0090E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Median nonfamily income (dollars),,not required,"DP03_0090M, DP03_0090MA, DP03_0090EA",0,int,DP03
DP03_0090PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Median nonfamily income (dollars),,not required,"DP03_0090PM, DP03_0090PMA, DP03_0090PEA",0,int,DP03
DP03_0091E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Mean nonfamily income (dollars),,not required,"DP03_0091M, DP03_0091MA, DP03_0091EA",0,int,DP03
DP03_0091PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Mean nonfamily income (dollars),,not required,"DP03_0091PM, DP03_0091PMA, DP03_0091PEA",0,int,DP03
DP03_0092E,Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars),,not required,"DP03_0092M, DP03_0092MA, DP03_0092EA",0,int,DP03
DP03_0092PE,Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars),,not required,"DP03_0092PM, DP03_0092PMA, DP03_0092PEA",0,int,DP03
DP03_0093E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Median earnings for male full-time, year-round workers (dollars)",,not required,"DP03_0093M, DP03_0093MA, DP03_0093EA",0,int,DP03
DP03_0093PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Median earnings for male full-time, year-round workers (dollars)",,not required,"DP03_0093PM, DP03_0093PMA, DP03_0093PEA",0,int,DP03
DP03_0094E,"Estimate!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Median earnings for female full-time, year-round workers (dollars)",,not required,"DP03_0094M, DP03_0094MA, DP03_0094EA",0,int,DP03
DP03_0094PE,"Percent!!INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Median earnings for female full-time, year-round workers (dollars)",,not required,"DP03_0094PM, DP03_0094PMA, DP03_0094PEA",0,int,DP03
DP03_0095E,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population,,not required,"DP03_0095M, DP03_0095MA, DP03_0095EA",0,int,DP03
DP03_0095PE,Percent!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population,,not required,"DP03_0095PM, DP03_0095PMA, DP03_0095PEA",0,int,DP03
DP03_0096E,Estimate!!HEALTH INSURANCE COVERAGE!!With health insurance coverage,,not required,"DP03_0096M, DP03_0096MA, DP03_0096EA",0,int,DP03
DP03_0096PE,Percent!!HEALTH INSURANCE COVERAGE!!With health insurance coverage,,not required,"DP03_0096PM, DP03_0096PMA, DP03_0096PEA",0,float,DP03
DP03_0097E,Estimate!!HEALTH INSURANCE COVERAGE!!With health insurance coverage!!With private health insurance,,not required,"DP03_0097M, DP03_0097MA, DP03_0097EA",0,int,DP03
DP03_0097PE,Percent!!HEALTH INSURANCE COVERAGE!!With health insurance coverage!!With private health insurance,,not required,"DP03_0097PM, DP03_0097PMA, DP03_0097PEA",0,float,DP03
DP03_0098E,Estimate!!HEALTH INSURANCE COVERAGE!!With health insurance coverage!!With public coverage,,not required,"DP03_0098M, DP03_0098MA, DP03_0098EA",0,int,DP03
DP03_0098PE,Percent!!HEALTH INSURANCE COVERAGE!!With health insurance coverage!!With public coverage,,not required,"DP03_0098PM, DP03_0098PMA, DP03_0098PEA",0,float,DP03
DP03_0099E,Estimate!!HEALTH INSURANCE COVERAGE!!No health insurance coverage,,not required,"DP03_0099M, DP03_0099MA, DP03_0099EA",0,int,DP03
DP03_0099PE,Percent!!HEALTH INSURANCE COVERAGE!!No health insurance coverage,,not required,"DP03_0099PM, DP03_0099PMA, DP03_0099PEA",0,float,DP03
DP03_0100E,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years,,not required,"DP03_0100M, DP03_0100MA, DP03_0100EA",0,int,DP03
DP03_0100PE,Percent!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years,,not required,"DP03_0100PM, DP03_0100PMA, DP03_0100PEA",0,int,DP03
DP03_0101E,Estimate!!HEALTH INSURANCE COVERAGE!!No health insurance coverage,,not required,"DP03_0101M, DP03_0101MA, DP03_0101EA",0,int,DP03
DP03_0101PE,Percent!!HEALTH INSURANCE COVERAGE!!No health insurance coverage,,not required,"DP03_0101PM, DP03_0101PMA, DP03_0101PEA",0,float,DP03
DP03_0102E,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years,,not required,"DP03_0102M, DP03_0102MA, DP03_0102EA",0,int,DP03
DP03_0102PE,Percent!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years,,not required,"DP03_0102PM, DP03_0102PMA, DP03_0102PEA",0,int,DP03
DP03_0103E,Estimate!!HEALTH INSURANCE COVERAGE!!In labor force,,not required,"DP03_0103M, DP03_0103MA, DP03_0103EA",0,int,DP03
DP03_0103PE,Percent!!HEALTH INSURANCE COVERAGE!!In labor force,,not required,"DP03_0103PM, DP03_0103PMA, DP03_0103PEA",0,int,DP03
DP03_0104E,Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed,,not required,"DP03_0104M, DP03_0104MA, DP03_0104EA",0,int,DP03
DP03_0104PE,Percent!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed,,not required,"DP03_0104PM, DP03_0104PMA, DP03_0104PEA",0,int,DP03
DP03_0105E,Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed!!With health insurance coverage,,not required,"DP03_0105M, DP03_0105MA, DP03_0105EA",0,int,DP03
DP03_0105PE,Percent!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed!!With health insurance coverage,,not required,"DP03_0105PM, DP03_0105PMA, DP03_0105PEA",0,float,DP03
DP03_0106E,Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,,not required,"DP03_0106M, DP03_0106MA, DP03_0106EA",0,int,DP03
DP03_0106PE,Percent!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,,not required,"DP03_0106PM, DP03_0106PMA, DP03_0106PEA",0,float,DP03
DP03_0107E,Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed!!With health insurance coverage!!With public coverage,,not required,"DP03_0107M, DP03_0107MA, DP03_0107EA",0,int,DP03
DP03_0107PE,Percent!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed!!With health insurance coverage!!With public coverage,,not required,"DP03_0107PM, DP03_0107PMA, DP03_0107PEA",0,float,DP03
DP03_0108E,Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed!!No health insurance coverage,,not required,"DP03_0108M, DP03_0108MA, DP03_0108EA",0,int,DP03
DP03_0108PE,Percent!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed!!No health insurance coverage,,not required,"DP03_0108PM, DP03_0108PMA, DP03_0108PEA",0,float,DP03
DP03_0109E,Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Unemployed,,not required,"DP03_0109M, DP03_0109MA, DP03_0109EA",0,int,DP03
DP03_0109PE,Percent!!HEALTH INSURANCE COVERAGE!!In labor force!!Unemployed,,not required,"DP03_0109PM, DP03_0109PMA, DP03_0109PEA",0,int,DP03
DP03_0110E,Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Unemployed!!With health insurance coverage,,not required,"DP03_0110M, DP03_0110MA, DP03_0110EA",0,int,DP03
DP03_0110PE,Percent!!HEALTH INSURANCE COVERAGE!!In labor force!!Unemployed!!With health insurance coverage,,not required,"DP03_0110PM, DP03_0110PMA, DP03_0110PEA",0,float,DP03
DP03_0111E,Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,,not required,"DP03_0111M, DP03_0111MA, DP03_0111EA",0,int,DP03
DP03_0111PE,Percent!!HEALTH INSURANCE COVERAGE!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,,not required,"DP03_0111PM, DP03_0111PMA, DP03_0111PEA",0,float,DP03
